,name,pieces_d1,pieces_d2,pieces_d3,pieces_d4,num_puzzles
246,Dowdle Nativity Dowdle Oregon State Beavers,0.0,580.0,0.0,0.0,2
247,Dowdle Puzzles New Orleans Dowdle Puzzles Nativity,280.0,0.0,280.0,0.0,2
248,Ecru Mystery Puzzle #9 Artifact Puzzles Eric Joyner Gangenstein,382.0,0.0,0.0,0.0,2
249,Ecru Puzzles Aaron Wolf Siege Of Cranes Ecru Puzzles Aaron Wolf Lost Civilization,0.0,0.0,884.0,0.0,2
250,Ecru Puzzles Aaron Wolf Twilight Treehouse of the Phosphorescent Forest Artifact Puzzles Methane Studios Dragon Moon,0.0,0.0,684.0,0.0,2
251,Ecru Puzzles Piet Mondrian Oostzijdse Mill Artifact Puzzles Kessel Butterflies,342.0,0.0,0.0,0.0,2
252,Ecru Puzzles Ragamala Mughal Miniature Artifact Puzzles Piet Mondrian,80.0,153.0,0.0,0.0,2
253,Ecru Puzzles Ton Dubbeldam Grand Italia Artifact Puzzles Michelle Morin Hummingbirds,270.0,0.0,0.0,287.0,2
254,Elms Puzzles The Blue Gate Artifact Puzzles Kozyndan Forest Dream,0.0,856.0,0.0,0.0,2
255,Fools Gold Baffling Butterflies Joyful Nook Gallery Puzzles Thankful,0.0,253.0,0.0,0.0,2
256,Fox Smart Box Gustav Klimt Kiss Fox Smart Box Butterflies Challenge,0.0,527.0,0.0,0.0,2
257,FoxSmartBox Fairy Forest Summer FoxSmartBox Fairy Forest Winter,0.0,939.0,0.0,0.0,2
258,FoxSmartBox Tree Of Angels FoxSmartBox Visiting The Bear,0.0,800.0,0.0,0.0,2
259,Hellofish Piet Mondrian Hellofish Azulejo Tiles,0.0,300.0,0.0,300.0,2
260,II Ravens Puzzles Claude Monet Bridge At Argenteuil Zen Puzzles Sea Glass,0.0,246.0,0.0,0.0,2
261,Inside Adventure Helen Dryden The Southern Sun Zen Puzzles Chickadee,0.0,671.0,0.0,0.0,2
262,Joyful Nook Gallery Christmas Cheer Joyful Nook Gallery The Christmas Crew,0.0,437.0,0.0,0.0,2
263,Kata Kissoczy Puzzles Hands Shayz Puzzles Double Bouquet,0.0,59.0,0.0,80.0,2
264,Liberty Puzzle Dr. Seuss Plethora of Cats Liberty Puzzles Linnea Pergola Metropolitain,616.0,0.0,545.0,0.0,2
265,Liberty Puzzles Agra Liberty Puzzles Ditz Patchwork-Birds,0.0,1170.0,0.0,0.0,2
266,Liberty Puzzles Alex Beard The Louisiana Tree of Life Liberty Puzzles Canaletto The Thames and the City,0.0,1164.0,0.0,0.0,2
267,Liberty Puzzles Alphonse Mucha Cycles Perfecta Liberty Puzzles Shamsa (Sunburst),0.0,400.0,484.0,0.0,2
268,Liberty Puzzles Ando Hiroshige Precincts of the Tenjin Shrine at Kameido Liberty Puzzles Ito Jakuchu Peonies and Small Birds,0.0,500.0,471.0,0.0,2
269,Liberty Puzzles Beetles Ecru Puzzles Nicole Gustafson The Bookkeeper,246.0,372.0,0.0,0.0,2
270,"Liberty Puzzles Boris Kustodiyev Winter Carnival Fair, 1919 Liberty Puzzles Ando Hiroshige Atagoshita and Yabu Lane",0.0,0.0,1135.0,0.0,2
271,Liberty Puzzles Botticelli Primavera Ecru Puzzles Amedeo Modigliani Red Scarf Wooden Jigsaw Puzzle,100.0,512.0,0.0,0.0,2
272,"Liberty Puzzles Brad Gorman Denver Cityscape Liberty Puzzles Herbert Hofer Rome, Italy",947.0,0.0,0.0,0.0,2
273,Liberty Puzzles Celebration Ecru Puzzles Awa Tsireh Animal Designs,105.0,408.0,0.0,0.0,2
274,Liberty Puzzles Claude Monet Poppies Near Vetheuil Liberty Puzzles Claude Monet Landscape: The Parc Monceau,0.0,940.0,0.0,0.0,2
275,Liberty Puzzles Colorado United Airlines Ecru Puzzles Jethro Buck Forest,0.0,819.0,0.0,0.0,2
276,"Liberty Puzzles Cranes, Cycads and Wisteria Liberty Puzzles Ando Hiroshige Fudo Falls, Oji",0.0,599.0,486.0,0.0,2
277,Liberty Puzzles Cupid Garden Party Liberty Puzzles Phil Lewis Magpie,0.0,391.0,0.0,0.0,2
278,Liberty Puzzles Damian Elwes Matisses Studio Ecru Puzzles Erin Hanson Layers Of Afternoon,0.0,0.0,770.0,0.0,2
279,Liberty Puzzles David Newton Sunset: Pool of London Liberty Puzzles Damian Elwes Picassos Studio,0.0,1034.0,0.0,0.0,2
280,Liberty Puzzles Ditz Patchwork-Birds Liberty Puzzles A Resounding Success,562.0,513.0,0.0,0.0,2
281,Liberty Puzzles Donna Schuster In The Garden Liberty Puzzles Centenario,0.0,378.0,477.0,0.0,2
282,Liberty Puzzles Dr. Seuss Every Girl Should Have A Unicorn Ecru Puzzles Grant Haffner Sunset on Old Montauk Highway,0.0,821.0,0.0,0.0,2
283,Liberty Puzzles Dr. Seuss Green Cat with Lights Ecru Puzzles Mystery Puzzle #14,0.0,982.0,0.0,0.0,2
284,Liberty Puzzles Dr. Seuss I Dreamed I Was a Doorman at the Hotel Del Coronado Liberty Puzzles Butterfly Golden Pumpkin,309.0,0.0,654.0,0.0,2
285,Liberty Puzzles Dr. Seuss Incidental Music for a New Year&#39;s Eve Party Ecru Puzzles Kristian Adam Pizza Boyz,0.0,1003.0,0.0,0.0,2
286,Liberty Puzzles Dr. Seuss Joseph Katz and His Coat of Many Colors Liberty Puzzles Harrison Weir The Dogs Dinner Party,0.0,865.0,0.0,0.0,2
287,Liberty Puzzles Erin Huybrechts Davis Woodland Wheel Liberty Puzzles Karen Williams-Brusubardis Yanapuma,0.0,501.0,0.0,501.0,2
288,Liberty Puzzles Francis Farmar August In Weymouth Liberty Puzzles Alex Beard The Louisiana Tree Of Life,0.0,1050.0,0.0,0.0,2
289,Liberty Puzzles Frank Cowper Vanity Ecru Puzzles Scott Gustafson Belling The Cat,0.0,473.0,364.0,0.0,2
290,Liberty Puzzles Frenchy All On A Mardi Gras Day Liberty Puzzles Daria Hlazatova Leopard,0.0,0.0,1018.0,0.0,2
291,Liberty Puzzles Gustav Klimt Pear Tree Ecru Puzzles Rachell Sumpter Brothers In Sport,179.0,0.0,0.0,469.0,2
292,"Liberty Puzzles Gustave Caillebotte Cliffs by the Sea at Trouville Liberty Puzzles Winslow Homer A Good Pool, Saguenay River",0.0,883.0,0.0,0.0,2
293,Liberty Puzzles Herbert Hofer Rome Italy Liberty Puzzles August In Weymouth,478.0,495.0,0.0,0.0,2
294,Liberty Puzzles Hokusai Falcon and Cherry Tree Liberty Puzzles Sue Coccia Wolf,0.0,670.0,0.0,0.0,2
295,"Liberty Puzzles Hokusai Fine Wind, Clear Morning Liberty Puzzles Egon Schiele View of Krumau",0.0,760.0,0.0,0.0,2
296,Liberty Puzzles Holiday Wreath Liberty Puzzles Beryl Peters Designs Yuletide Memories,0.0,0.0,979.0,0.0,2
297,Liberty Puzzles Isaac Grunewald The Blue Pergola Liberty Puzzles Claude Monet The Artists Garden at Vetheuil,0.0,481.0,480.0,0.0,2
298,Liberty Puzzles Isaac Grunewald The Blue Pergola Liberty Puzzles Dr. Seuss Every Girl Should Have a Unicorn,0.0,1020.0,0.0,0.0,2
299,Liberty Puzzles Jan Davidson L.A. By Night Liberty Puzzles Gisbert Combaz La Libre Esthetique,0.0,528.0,588.0,0.0,2
300,Liberty Puzzles Jane Tattersfield Birds Liberty Puzzles Castle Neuschwanstein,0.0,1150.0,0.0,0.0,2
301,Liberty Puzzles Jane Tattersfield More Blooms In a Basket Liberty Puzzles David Newton Winterlands,0.0,496.0,524.0,0.0,2
302,Liberty Puzzles Jane Tattersfield Peacock and Pattern Liberty Puzzles Anthony Todd The Wine Tour,0.0,1003.0,0.0,0.0,2
303,Liberty Puzzles Janice Larson Orchids in the East Window Liberty Puzzles Linnea Pergola Nantucket,468.0,548.0,0.0,0.0,2
304,Liberty Puzzles Janice Larson Spring Garden Liberty Puzzles Linnea Pergola Left Bank Afternoon,572.0,466.0,0.0,0.0,2
305,"Liberty Puzzles Jasper Cropsey Starrucca Viaduct, Pennsylvania Ecru Puzzles Richard Friend A Favorite Place",0.0,671.0,0.0,0.0,2
306,Liberty Puzzles Jeanne Maze Woodland Scene Liberty Puzzles Victorian Christmas Tree,0.0,1148.0,0.0,0.0,2
307,Liberty Puzzles John Audubon Carolina Parakeet Ecru Puzzles Erin Hanson Cypress Lights,0.0,730.0,0.0,0.0,2
308,Liberty Puzzles John Trumbull Declaration of Independence Liberty Puzzles Liberty Eagle,0.0,916.0,0.0,0.0,2
309,Liberty Puzzles Karen Williams-Brusubardis Yanapuma Liberty Puzzles Alice Schille Water Lilies,0.0,544.0,501.0,0.0,2
310,Liberty Puzzles Limoneira Santa Liberty Puzzles Christmas Robins,0.0,527.0,0.0,0.0,2
311,Liberty Puzzles Linda Israel Buffalo Strength Liberty Puzzles Sarah Gentry Mels Belles,0.0,1032.0,0.0,0.0,2
312,Liberty Puzzles Linnea Pergola Hills of San Francisco Liberty Puzzles Alex Beard The Painting of Life,0.0,577.0,536.0,0.0,2
313,Liberty Puzzles Linnea Pergola Left Bank Afternoon Liberty Puzzles David Newton Blue Forest,572.0,501.0,0.0,0.0,2
314,Liberty Puzzles Linnea Pergola Lugano Liberty Puzzles Erin Huybrechts Davis Woodland Wheel,0.0,1083.0,0.0,0.0,2
315,Liberty Puzzles Linnea Pergola San Miguel de Allende Ecru Puzzles Maurice Denis Pittsburgh Sunset,0.0,0.0,817.0,0.0,2
316,Liberty Puzzles Linnea Pergola The Girl and the Sea Liberty Puzzles Phil Lewis Flatirons,0.0,0.0,922.0,0.0,2
317,Liberty Puzzles Lisa Graa Jensen Jenny&#39;s Garden Liberty Puzzles Jeanne Maze Woodland Scene,1009.0,0.0,0.0,0.0,2
318,Liberty Puzzles Lisa Graa Jensen Jennys Garden Liberty Puzzles Sarah Gentry Abundance,0.0,1037.0,0.0,0.0,2
319,Liberty Puzzles Lisa Graa Jensen Starry River Ecru Puzzles Nicole Gustafsson Mosslands,282.0,0.0,480.0,0.0,2
320,Liberty Puzzles Lynon Aksamit Holi Raja Liberty Puzzles Francis Farmar Piccadilly Circus,0.0,1141.0,0.0,0.0,2
321,Liberty Puzzles Marc Chagall I and the Village Liberty Puzzles Jan Brueghel and Peter Paul Rubens Sight,0.0,465.0,533.0,0.0,2
322,Liberty Puzzles Matson Lines Hawaii Liberty Puzzles Hector Giacomelli Perch Of Birds,0.0,893.0,0.0,0.0,2
323,Liberty Puzzles Maurice Prendergast The Grand Canal Ecru Puzzles Aaron Wolf The Kingdom,0.0,214.0,498.0,0.0,2
324,Liberty Puzzles Maxfield Parrish The Dream Garden Liberty Puzzles David Newton Winterlands,0.0,1077.0,0.0,0.0,2
325,Liberty Puzzles Morses Santa Claus Liberty Puzzles New Years Toboggan,321.0,0.0,327.0,0.0,2
326,Liberty Puzzles P.J. Crook Sea Dog Ecru Puzzles Mystery Puzzle #15,0.0,871.0,0.0,0.0,2
327,Liberty Puzzles Pat Scott Tasty Treat Liberty Puzzles Currier and Ives Central Park Winter,0.0,1086.0,0.0,0.0,2
328,Liberty Puzzles Paul Ranson Edge of the Forest Liberty Puzzles Phil Lewis Winter Carnival III,547.0,0.0,527.0,0.0,2
329,"Liberty Puzzles Paul Signac The Herb Market, Verona Liberty Puzzles Claude Monet The Artists Garden at Giverny",0.0,1036.0,0.0,0.0,2
330,Liberty Puzzles Paul Signac The Port of Saint-Tropez Liberty Puzzles Janice Larson Fall Garden,0.0,0.0,1021.0,0.0,2
331,Liberty Puzzles Phil Lewis Let It Flow Liberty Puzzles Sue Coccia Grizzly Bear,0.0,891.0,0.0,0.0,2
332,Liberty Puzzles Phil Lewis Phoenix Liberty Puzzles Cats and Doves,0.0,466.0,519.0,0.0,2
333,Liberty Puzzles Rebecca Campbell Its Raining Cats And Dogs Liberty Puzzles Alphonse Mucha Cycles Perfecta,0.0,870.0,0.0,0.0,2
334,Liberty Puzzles Sage Wirth Chautauqua Park Ecru Puzzles Ton Dubbeldam Carpe Diem,0.0,252.0,0.0,354.0,2
335,Liberty Puzzles Sarah Gentry Abundance Liberty Puzzles A Resounding Success,569.0,0.0,513.0,0.0,2
336,Liberty Puzzles Sarah Gentry Mels Belles Liberty Puzzles Rex Ray Alistair,0.0,1096.0,0.0,0.0,2
337,Liberty Puzzles Sue Coccia Bald Eagle Liberty Puzzles Sue Coccia Dolphin,625.0,0.0,0.0,0.0,2
338,Liberty Puzzles Sue Coccia Mabula Elephant Liberty Puzzles Sue Coccia Bison,373.0,0.0,573.0,0.0,2
339,Liberty Puzzles Sue Coccia Osprey Liberty Puzzles Linda Israel Heart Of A Bear,0.0,891.0,0.0,0.0,2
340,Liberty Puzzles Susan Anderton Crested Butte Liberty Puzzles Childe Hassam The Room of Flowers,0.0,880.0,0.0,0.0,2
341,Liberty Puzzles Susannah Mah Fong Two Koi Liberty Puzzles Ando Hiroshige Birds and Camellia Bushes in Flower,0.0,1047.0,0.0,0.0,2
342,Liberty Puzzles Tarsila Amaral Exotic Landscape Lliberty Puzzles Roy De Forest Canoe Of Fate,1038.0,0.0,0.0,0.0,2
343,"Liberty Puzzles The Dole Map of the Hawaiian Islands Liberty Puzzles Anitphonal Singing, Duige",0.0,1059.0,0.0,0.0,2
344,Liberty Puzzles The Story of Scheherazade Liberty Puzzles The Overseers Tale,0.0,0.0,488.0,463.0,2
345,Liberty Puzzles Valle dAosta Liberty Puzzles Grand Hotel Belvedere,0.0,973.0,0.0,0.0,2
346,Liberty Puzzles Vincent Van Gogh Flowering Garden Ecru Puzzles Mystery Puzzle #19,355.0,386.0,0.0,0.0,2
347,Liberty Puzzles Vintage Christmas Postcards Liberty Puzzles Christmas Robins,0.0,1014.0,0.0,0.0,2
348,Liberty Puzzles Voyage Round the World Liberty Puzzles A Bevy of Wild West Women,979.0,0.0,0.0,0.0,2
349,"Liberty Puzzles Vsevolod Niculin Bel Paese - Gastronomical Map of Italy Liberty Puzzles Giovanni Panini Interior of St. Peters, Rome",463.0,0.0,547.0,0.0,2
350,Liberty Puzzles William Glackens Mahone Bay Liberty Puzzles Renoir Chrysanthemums,0.0,1008.0,0.0,0.0,2
351,Liberty Puzzles Winter in the Country: Gathering Ice Ecru Puzzles William Penhallow Henderson Luceros Place,0.0,884.0,0.0,0.0,2
352,Liberty Puzzles Yulia Drobova Dry Martini Liberty Puzzles Pierre-Auguste Renoir Luncheon of the Boating Party,545.0,0.0,545.0,0.0,2
353,Mosaic Puzzles Afternoon In Venice Charming Blue Whale Puzzle,0.0,1176.0,0.0,0.0,2
354,Mosaic Puzzles Love in New York Mosaic Puzzles The Streets of Paris,0.0,1000.0,0.0,0.0,2
355,Mr. Bob Puzzles Jan Dedman I Do Love to be Beside the Seaside Anne Belle Thompson Puzzles Desert Patio,751.0,0.0,0.0,0.0,2
356,Mr. Bob Puzzles Kevin Bynder Birak Hellofish Puzzles Azulejo Tiles,0.0,377.0,0.0,0.0,2
357,Mr. Bob Puzzles Kevin Bynder Six Seasons Collage Puzzle Lab Spectrum Web,825.0,0.0,0.0,0.0,2
358,Mr. Bob Puzzles Louise Farnay Beach Bums Hellofish Puzzles Cinyee Chiu Harvest Island,0.0,301.0,0.0,0.0,2
359,Mr. Bob Puzzles Noongar Seasons Birak Mr. Bob Puzzles Noongar Seasons Bunuru,504.0,0.0,0.0,0.0,2
360,Mr. Bob Puzzles Noongar Seasons Collage Puzzle Lab Rainbow Flow,275.0,0.0,0.0,0.0,2
361,Mr. Bob Puzzles Noongar Seasons Djeran Mr. Bob Puzzles Noongar Seasons Birak,504.0,0.0,0.0,0.0,2
362,Mr. Bob Puzzles Noongar Seasons Djeran Mr. Bob Puzzles Noongar Seasons Makuru,252.0,252.0,0.0,0.0,2
363,Mr. Bob Puzzles Noongar Seasons Djilba Mr. Bob Puzzles Noongar Seasons Kambarang,504.0,0.0,0.0,0.0,2
364,Mr. Bob Puzzles Noongar Seasons Makuru Curiosi Puzzle Lolly,0.0,648.0,0.0,0.0,2
365,Mr. Bob Puzzles Rebecca Cool Birds in a Tree Hartmaze Puzzles Hundred Birds Paying Homage to The Phoenix,0.0,778.0,0.0,0.0,2
366,Mr. Bob Puzzles Rebecca Cool Rebeccas Collage Anne Belle Thompson Puzzles The Brick Walk,0.0,670.0,0.0,0.0,2
367,Mr. Bob Puzzles Sue Janson Serenity Peaceful Wooden Puzzles August Macke Landscape at the Tegersee,0.0,502.0,0.0,0.0,2
368,Mr. Gogo Puzzles Magic Flower Artifact Puzzles Carl Larsson Holiday Reading,0.0,163.0,0.0,300.0,2
369,"Nautilus Puzzles Alfred Concanen Modern Advertising: A Railway Station in 1874 Nautilus Puzzles Jo-Anne Yelen Kenmare, Ireland",0.0,287.0,519.0,0.0,2
370,Nautilus Puzzles Buddha With Lotus Flowers Ecru Puzzles Nicole Gustafson The Bookkeeper,0.0,755.0,0.0,0.0,2
371,Nautilus Puzzles Circle of Flowers Nautilus Puzzles  Summer Hummingbird,0.0,614.0,0.0,0.0,2
372,Nautilus Puzzles Colin Thompson Too Loud Nautilus Puzzles The Great Coney Island Water Carnival,0.0,1030.0,0.0,0.0,2
373,Nautilus Puzzles Curious Chickens Nautilus Puzzles Jean-Honore Fragonard The Swing,349.0,334.0,0.0,0.0,2
374,Nautilus Puzzles Dominico Ghirlandiao The Last Supper Nautilus Puzzles Hieronymous Bosch Beasts From the Garden of Earthly Delights,0.0,875.0,0.0,0.0,2
375,Nautilus Puzzles Doors To The World Nautilus Puzzles Jacek Yerka Four Seasons,0.0,867.0,0.0,0.0,2
376,Nautilus Puzzles Flower Still Life 1614 Nautilus Puzzles Monument Valley Sunset,0.0,353.0,0.0,0.0,2
377,Nautilus Puzzles Fusion Idol Arts Day of the Dead Nautilus Puzzles Amadeo de Souza Cardosa Birth of the Viola,605.0,0.0,0.0,0.0,2
378,Nautilus Puzzles Garry Gay Amazing Sea Urchins Nautilus Puzzles Easter Spiral,175.0,0.0,0.0,420.0,2
379,Nautilus Puzzles Graeme Stevenson Grizzly Bear Dreams Nautilus Puzzles Linda Bittner California Courtship,0.0,826.0,0.0,0.0,2
380,Nautilus Puzzles Grizzly Bear Dreams Nautilus Puzzles The Vasa In Stockholm Harbor,0.0,825.0,0.0,0.0,2
381,Nautilus Puzzles Homeward Bound Nautilus Puzzles Ice Skaters At Rockefeller Center,0.0,607.0,0.0,0.0,2
382,Nautilus Puzzles Howard Robinson Fish Alive Nautilus Puzzles Graeme Stevenson Eagles Flight,144.0,0.0,481.0,0.0,2
383,Nautilus Puzzles Howard Robinson Turtle Beach Nautilus Puzzles Kathy Jakobsen Mr. Coles Granary,826.0,0.0,0.0,0.0,2
384,Nautilus Puzzles Irish Pubs Anthology Puzzles Around the World,0.0,651.0,0.0,0.0,2
385,Nautilus Puzzles Jacek Yerka Knight Moves Nautilus Puzzles William Lionel Wylie Restoring The HMS Victory,0.0,748.0,0.0,0.0,2
386,"Nautilus Puzzles Jason Taylor Van Life-Grand Tetons Nautilus Puzzles Van Gogh Vase with Poppies, Cornflowers, Peonies, and Chrysanthemums",0.0,594.0,0.0,0.0,2
387,Nautilus Puzzles Jeff Greene The Golden Spike Mr. Bob Jim Tsinganos Safety at Sea,0.0,902.0,0.0,0.0,2
388,Nautilus Puzzles John Collier The Sleeping Beauty Nautilus Puzzles John Duncan Saint Bride,0.0,789.0,0.0,0.0,2
389,Nautilus Puzzles John Collier The Sleeping Beauty Nautilus Puzzles Kikugawa Eizan Cherry Blossoms In A Palace Garden In The Modern Style,0.0,739.0,0.0,0.0,2
390,Nautilus Puzzles Karma Chameleon Nautilus Puzzles Curious Chickens,0.0,686.0,0.0,0.0,2
391,Nautilus Puzzles Kevin Walsh Victorian Christmas Village Anthology Puzzles Ugly Sweaters,0.0,788.0,0.0,0.0,2
392,Nautilus Puzzles Maple Creek Nautilus Puzzles Lancelot and Guinevere,385.0,437.0,0.0,0.0,2
393,Nautilus Puzzles Monets Waterlilies Nautilus Puzzles Doors to the World,0.0,794.0,0.0,0.0,2
394,Nautilus Puzzles Moonlight Magic Nautilus Puzzles Arabian Fantasy,0.0,741.0,0.0,0.0,2
395,Nautilus Puzzles Moonrise Nautilus Puzzles Bearly There,0.0,693.0,0.0,0.0,2
396,"Nautilus Puzzles Parc Guell, Barcelona Nautilus Puzzles John Duncan Saint Bride",410.0,352.0,0.0,0.0,2
397,"Nautilus Puzzles Pierre-Auguste Renoir Woman with a Guitar, 1897 Nautilus Puzzles Kevin Walsh The Flying Scotsman at Kings Cross",299.0,349.0,0.0,0.0,2
398,Nautilus Puzzles Pip Shuckburgh Dance of the Elephants Nautilus Puzzles Alphonse Mucha Spring,0.0,621.0,0.0,0.0,2
399,Nautilus Puzzles Reinier Nooms Before the Battle of the Downs Nautilus Puzzles Jan Brueghel the Elder Collectors Cabinet,0.0,1026.0,0.0,0.0,2
400,Nautilus Puzzles Summer Hummingbird Nautilus Puzzles Sloth Among The Butterflies,0.0,365.0,0.0,0.0,2
401,Nautilus Puzzles Van Gogh Irises Nautilus Puzzles Walter Crane Neptune&#39;s Horses,0.0,0.0,868.0,0.0,2
402,Nautilus Puzzles Virigina Francess Sterrett Art Deco Princess Nautilus Puzzles Pip Shuckburgh Dance Of The Elephants,0.0,866.0,0.0,0.0,2
403,Nautilus Puzzles Wildflower Tapestry  Nautilus Puzzles Fall Fishing,0.0,931.0,0.0,0.0,2
404,Nervous System Jonathan McCabe Radial Series #1559 Wongo Puzzles The Butterfly,0.0,286.0,0.0,0.0,2
405,Nervous Systems Agate Puzzle Thom Spencer Wheel of Changing Colors,0.0,0.0,171.0,441.0,2
406,Nervous Systems Cosmic Cliffs Infinite Galaxy Puzzle Nervous Systems Giant Geode,0.0,864.0,0.0,0.0,2
407,Nervous Systems Geode Puzzle Wongo Puzzles The Elephant,0.0,0.0,171.0,330.0,2
408,Nervous Systems Infinite Galaxy Unidragon Inexhaustible Abundance Mandala,0.0,331.0,0.0,0.0,2
409,Nervous Systems Puzzles Geode Nervous Systems Puzzles Earth,0.0,0.0,171.0,441.0,2
410,Optimago John Strickland Goodall Summer Outing Unidragon Puzzles Playful Parrots,0.0,320.0,620.0,0.0,2
411,Optimago Puzzles Stars and Stripes Optimago Puzzles Sheep,0.0,570.0,0.0,0.0,2
412,Peaceful Puzzles Colorful Gerbera Daisies Spuzzles Doodle 2,0.0,610.0,0.0,0.0,2
413,Peaceful Puzzles Degas Rehearsal FoxSmartBox Carl Kahler My Wifes Lovers,0.0,790.0,0.0,0.0,2
414,Penelope Puzzles Lake View with Wisteria Wentworth Triskelion,0.0,303.0,0.0,0.0,2
415,Puzzlapy Corinne St Mleux Green Cat Puzzlapy Corinne St Mleux Fish Bowl,140.0,110.0,0.0,0.0,2
416,Puzzle Lab Julie Amlin New Day Puzzle Lab Mike Lathrop Islands of Elements,350.0,0.0,0.0,0.0,2
417,Puzzle Lab Rare Moon Puzzle Lab Moon Light,0.0,513.0,0.0,0.0,2
418,Puzzlemonk Sanctuary Michele Wilson Vase Celadon,0.0,512.0,0.0,0.0,2
419,Puzzlewood Birds and Flowers JC Ayer Mystery Puzzle,300.0,0.0,484.0,0.0,2
420,ScrollRight Puzzles City Market Sunflower Wongo Puzzles The Cactus,0.0,369.0,0.0,0.0,2
421,Shay Carmichael Puzzles Inchworm Shay Carmichael Puzzles Squirreled Away,0.0,200.0,0.0,0.0,2
422,Snowflake Puzzle Collage of 8 Classic National Parks Travel Posters Wongo Puzzles The Turtle,0.0,707.0,0.0,0.0,2
423,Snowflake Puzzles Hiroshige Ando Minowa Kanasugi Mikawashims Snowflake Puzzles Seba,1000.0,0.0,0.0,0.0,2
424,Snowflake Puzzles Koganeibashi no sekishō Snowflake Puzzles Utagawa Hiroshige Zojoji Pagoda and Akabane,1025.0,0.0,0.0,0.0,2
425,Snowflake Puzzles Libertys Starry Night by Mark Whitesell Snowflake Puzzles Fractal Digital Art,0.0,0.0,0.0,1000.0,2
426,Snowflake Puzzles Mark Whitesell Paint Pour Fractal Snowflake Puzzles Mark Whitesell Dual Spirals Fractal,0.0,1000.0,0.0,0.0,2
427,Snowflake Puzzles Mark Whitesell Skagit Valley Tulips Snowflake Puzzles Benh Lieu Song Inside an Inflating Hot Air Balloon,0.0,0.0,1000.0,0.0,2
428,Snowflake Puzzles Peacocks and Poppies BCB Puzzles Miko A Wonderful Day,300.0,500.0,0.0,0.0,2
429,Snowflake Puzzles Seba Snowflake Puzzles Mandala,500.0,500.0,0.0,0.0,2
430,Snowflake Puzzles Shinobazu Pond During a Foggy Evening Snowflake Puzzles Red Warehouses at Gloucester,0.0,1000.0,0.0,0.0,2
