,name,pieces_d1,pieces_d2,pieces_d3,pieces_d4,num_puzzles
431,Spuzzles Doodle 3 Spuzzles Naranja,360.0,0.0,200.0,0.0,2
432,Spuzzles Kiwi Spuzzles Lemon,200.0,200.0,0.0,0.0,2
433,Spuzzles Robert Delaunay Rhythm Spuzzles Kundalee,0.0,400.0,0.0,0.0,2
434,Starz Puzzles Alexandra Gallagher This Land Starz Puzzles Color By Feliks Sunflowers,0.0,526.0,0.0,0.0,2
435,Starz Puzzles Dean Russo Best Friends Puzzle Lab Mandy Leinbach Papa Bear,0.0,159.0,200.0,0.0,2
436,Starz Puzzles Francois Ruer Medieval Bunny Life Starz Puzzles Francois Ruer Cooking Witch,0.0,706.0,0.0,0.0,2
437,Stave Puzzles Awesome Blossom DaVici Puzzles Offstage,0.0,190.0,175.0,0.0,2
438,Stave Puzzles Betsy Brown Riding High Hartmaze Puzzles Colorful Owl,209.0,0.0,180.0,0.0,2
439,Stave Puzzles Bill Bell Quebec City Wentworth Puzzles Sakura Spring,0.0,1022.0,0.0,0.0,2
440,Stave Puzzles Candy Thun English Garden Wentworth Puzzles Mini Puzzles,40.0,0.0,160.0,0.0,2
441,Stave Puzzles Candy Thun Tropical Punch Whimsy Puzzles Lighthouse By The Sea,100.0,70.0,0.0,0.0,2
442,Stave Puzzles Candy Thun Turtle Soup Hartmaze Puzzles Brilliant Cells and Chequers,167.0,0.0,0.0,70.0,2
443,Stave Puzzles Circus Engine Trove Puzzles Nine Mandalas,305.0,0.0,0.0,0.0,2
444,Stave Puzzles Dog-gone It Trove Puzzles Herringbone Repeat,250.0,100.0,0.0,0.0,2
445,Stave Puzzles Edith Bingham Give Me A Buzz Whimsy Puzzles Singing Fish,100.0,41.0,0.0,0.0,2
446,Stave Puzzles Elephant Show Puzzle Michele Wilson - Alain Thomas Quetzal resplendissant,0.0,35.0,250.0,0.0,2
447,Stave Puzzles Have A Ball Artifact Puzzles Kristian Adam Mr. Pink Palace,203.0,0.0,65.0,0.0,2
448,Stave Puzzles Hide n Seek Artifact Puzzles Valentin Rekunenko Swordfight,0.0,0.0,564.0,0.0,2
449,Stave Puzzles Koi Pond Anne Belle Thompson Chinese Takeout,0.0,449.0,0.0,0.0,2
450,Stave Puzzles Night Before Christmas Artifact Puzzles Egon Schiele Four Trees,79.0,300.0,0.0,0.0,2
451,Stave Puzzles Soaring To New Heights Ecru Puzzles Ochiai Rofu Kyoto Four Scenes,0.0,333.0,0.0,140.0,2
452,Stave Puzzles Spa de Bow Wow Wentworth Puzzles Joseph Turner Dawn after the Wreck,0.0,140.0,65.0,0.0,2
453,Stave Puzzles Susan Greenleaf A Lasting Impression Peaceful Puzzles Gustav Klimt Church in Cassone,0.0,340.0,0.0,0.0,2
454,Steve Gordon Meta Maze Puzzle 11 Nautilus Puzzles Peking Dragon,0.0,355.0,0.0,0.0,2
455,Steve Gordon Puzzles Squa Dia Cir Vortex Maze 8 Nervous Systems Rainbow,0.0,891.0,0.0,0.0,2
456,Touch Wood Puzzles Mysterious Badger Zufa Puzzles Cat,0.0,325.0,0.0,0.0,2
457,Trove Puzzles 9 Donuts Zufa Puzzles Two Cats,0.0,436.0,0.0,0.0,2
458,Turtle Teasers Competition Puzzle Zen Puzzles Circles of Life,0.0,250.0,0.0,0.0,2
459,Turtle Teasers Steven Meyers Dahlia Zen Puzzles Honeybees,0.0,295.0,0.0,202.0,2
460,Unidragon Iridescent Chameleon Unidragon Shining Fish,331.0,315.0,0.0,0.0,2
461,Unidragon Puzzles Eternal Elephant Unidragon Puzzles Intergalaxy Butterfly,0.0,500.0,0.0,0.0,2
462,Unidragon Puzzles Fairy Bird Unidragon Puzzles Charming Owl,0.0,385.0,0.0,0.0,2
463,Unidragon Puzzles Inspiring Unicorn Unidragon Puzzles Milky Whales,0.0,463.0,0.0,0.0,2
464,Vintage Penelope Puzzle Boy with Green Ball Optimago Bailleul le Jeune Nouvelle Mappe-Monde,0.0,680.0,0.0,0.0,2
465,Waterford Puzzles (Elms Puzzles) Fall Wreath BCB Puzzles Grannys Attic,150.0,80.0,0.0,0.0,2
466,"Wentwort Puzzles Anna Stowe Antwerpen-Centraal Railway Station, Belgium Wentworth Puzzles Lars Stewart Indian Pillow Market",743.0,0.0,0.0,0.0,2
467,Wentworth Puzzles Best Cat Stories Wentworth Puzzles Colin Thompson The Collectors Cupboard,0.0,1000.0,0.0,0.0,2
468,Wentworth Puzzles Breezy River Wentworth Puzzles Joy LaForme Black Cat Books,0.0,1000.0,0.0,0.0,2
469,Wentworth Puzzles Can You See Me Wentworth Puzzles Aimee Stewart Wish Upon a Bookshop,0.0,500.0,245.0,0.0,2
470,Wentworth Puzzles Christopher Rogers The Cove Wentworth Puzzles St Edwards Church Leek,0.0,1000.0,0.0,0.0,2
471,Wentworth Puzzles Claire McElfatrick Secret Garden Wentworth Puzzles Lucy Pittaway Strolling Home,0.0,1000.0,0.0,0.0,2
472,Wentworth Puzzles Cobble Hill Image Best Cat Stories Artifact Puzzles Gavin Watson Creature Comforts,0.0,822.0,0.0,0.0,2
473,Wentworth Puzzles Colin Thompson Gardeners Cabinet Boardwalk Puzzles Tim Zeltner Multi-season Earth Day,0.0,948.0,0.0,0.0,2
474,Wentworth Puzzles David Feather Hedgehog Wentworth Puzzles Victoria Hall Three Sisters,0.0,500.0,250.0,0.0,2
475,Wentworth Puzzles Dominic Davison April Cottage Wentworth Puzzles Aimee Stewart Life is an Open Book-London,0.0,500.0,0.0,0.0,2
476,"Wentworth Puzzles Eduard ArtBeat Studios Village Post Office Wentworth Puzzles Macneil Studio London, House of Parliament",250.0,500.0,0.0,0.0,2
477,Wentworth Puzzles Eduard ArtBeat Studios Water Drop Wentworth Puzzles Olga Salt Fractal Geometry,0.0,287.0,0.0,229.0,2
478,Wentworth Puzzles Elena Khomoutova Skating of Joy in Ottawa Wentworth Puzzles Susan Entwistle Alliums and Poppies,0.0,1000.0,0.0,0.0,2
479,Wentworth Puzzles Fun Christmas Wreath Wentworth Puzzles Pets Selfie,0.0,500.0,0.0,0.0,2
480,Wentworth Puzzles Garden Flowers of Lake Louise Wentworth Puzzles Sheep Reposing Dalby Bay Isle of Man,0.0,500.0,0.0,0.0,2
481,Wentworth Puzzles Haruyo Morita Fuyune Wentworth Puzzles Peter Breughel The Wedding Dance,0.0,750.0,0.0,0.0,2
482,Wentworth Puzzles Hokusai Wave Wentworth Puzzles Walter Crane Sir Galahad In King Arthurs Court,0.0,0.0,500.0,0.0,2
483,"Wentworth Puzzles Holbein, Hans the Younger Portrait of Henry VIII Wentworth Puzzles The Book of Hours of the Duke of Berry (May)",250.0,250.0,0.0,0.0,2
484,Wentworth Puzzles Kandinsky Squares With Concentric Circles Wentworth Puzzles Alfredo Arreguin From Here To Eternity,0.0,490.0,0.0,0.0,2
485,Wentworth Puzzles Keiti Lazy Reads Wentworth Puzzles Rainbow Washi Tape,480.0,0.0,0.0,0.0,2
486,Wentworth Puzzles Kirsten Ulve New York City Lady Wentworth Puzzles Steve Skelton Getting Away From It All,750.0,0.0,0.0,0.0,2
487,Wentworth Puzzles Klimt Santa Wentworth Puzzles Jane Ryder-Gray Festive Crackers!,0.0,490.0,0.0,0.0,2
488,Wentworth Puzzles Lars Stewart Rainbow Washi Tape Wentworth Puzzles Lena ArtBeat Studios Egg-squisite Eggs,0.0,0.0,260.0,280.0,2
489,Wentworth Puzzles Lesley Hammett Winter Berries Wentworth Puzzles William Vanderdasson Silent Watch,0.0,750.0,0.0,0.0,2
490,Wentworth Puzzles Lisa Graa Jensen Skaters at St. James Park Wentworth Puzzles Julie Oldham Festival of Snowmen,0.0,1000.0,0.0,0.0,2
491,Wentworth Puzzles Macneil Studio Whitehall in Snow Wentworth Puzzles Alamy Photos The Puzzle that Broke the Ice,250.0,0.0,0.0,252.0,2
492,Wentworth Puzzles Maureen Rupprecht Pencil Collage Wentworth Puzzles Fractal Geometry Olga Salt,0.0,0.0,280.0,229.0,2
493,Wentworth Puzzles Maureen Sparling January King Cabbage Wentworth Puzzles Silver Threads and Golden Needles,0.0,725.0,0.0,0.0,2
494,Wentworth Puzzles Mossy Bottom Farm Wentworth Puzzles Jungle Jaguar,0.0,750.0,0.0,0.0,2
495,Wentworth Puzzles Peter Barrett Noahs Ark Wentworth Puzzles Myron Standret Beauty World,0.0,493.0,0.0,0.0,2
496,Wentworth Puzzles Randal Spangler Cat Bookshelf Wentworth Puzzles Wendy Edelson Cosy Snowman,1000.0,0.0,0.0,0.0,2
497,Wentworth Puzzles Rebecca McCulloch Harbour Houses Wentworth Puzzles Kay Widdowson Wheelbarrow Garden,500.0,0.0,0.0,0.0,2
498,Wentworth Puzzles Steve Crisp Halloween House Wentworth Puzzles The Puzzle that Pines for Your Attention,518.0,0.0,0.0,504.0,2
499,Wentworth Puzzles Steve Read Pottery Studio Wentworth Puzzles Bill Mundy The Illuminated Manuscript,737.0,0.0,0.0,0.0,2
500,"Wentworth Puzzles Sue Coccia Dragon Wentworth Puzzles National Trust Wall Garden, Nymans, West Sussex",0.0,440.0,0.0,0.0,2
501,Wentworth Puzzles The 70th Wedding Anniversary of Queen Elizabeth II and the Duke of Edinburgh Wentworth Puzzles Royal Wedding Commemorative Puzzle- The Duke and Duchess of Cambridge,0.0,520.0,0.0,0.0,2
502,Wentworth Puzzles Tiki Evening Delight Wentworth Puzzles Colin Thompson The Gardeners Cupboard,0.0,1000.0,0.0,0.0,2
503,Wentworth Puzzles Tsuki Hoshi Wentworth Puzzles Tapestry Cat,0.0,500.0,0.0,0.0,2
504,Wentworth Puzzles Van Gogh Almond Blossom Wentworth Puzzles Time for Tea,0.0,571.0,0.0,0.0,2
505,Wentworth Puzzles Vintage Opera Posters Wentworth Puzzles Platinum Jubilee Of Queen Elizabeth II,0.0,500.0,0.0,0.0,2
506,"Wentworth Puzzles Zebo Ludvicek Birdcages Wentworth Puzzles Hyde Street View, San Francisco",0.0,750.0,0.0,0.0,2
507,What A Wood Work Aztec Calendar Anthology Spooktober,0.0,700.0,0.0,0.0,2
508,Whimsy Puzzles Anton Foltin Zion National Park Whimsy Puzzles Macaw Parrots,0.0,0.0,2000.0,0.0,2
509,Whimsy Puzzles Dmitry Kovba Mt. Rainier National Park Whimsy Puzzles Fruits and Veggies,0.0,1000.0,1000.0,0.0,2
510,Whimsy Puzzles Frank Champine Magic Forest Whimsy Puzzles Radiant Butterflies,500.0,0.0,1000.0,0.0,2
511,Zen Puzzles Basket Of Love Zen Puzzles Castle Hill,0.0,600.0,0.0,0.0,2
512,Zen Puzzles Inch By Inch Zen Puzzles Rhinocerous,0.0,250.0,0.0,0.0,2
513,Zen Puzzles Peaceful Gathering Zen Puzzles Panda,408.0,0.0,0.0,0.0,2
514,Zen Puzzles Waterlily  Zen Puzzles Summer In A Winter Forest,0.0,646.0,0.0,0.0,2
515,Artifact Puzzles Abu al-Hasan Squirrels BCB Puzzles Smellin Good,0.0,0.0,135.0,155.0,2
516,Artifact Puzzles Bee Eater Artifact Puzzles Gustav Klimt Baby,0.0,720.0,0.0,0.0,2
517,Artifact Puzzles Bruegel Triumph of Death Artifact Puzzles Lucas Cranach the Elder Hunting at Hartenfels Castle,0.0,710.0,0.0,0.0,2
518,Artifact Puzzles Dennis Brady Circles and Squares Artifact Puzzles Diego Mazzeo Mechanical Griffin,65.0,207.0,0.0,0.0,2
519,Artifact Puzzles Edward Hopper Nighthawks Artifact Puzzles Munch The Scream,0.0,606.0,0.0,0.0,2
520,Artifact Puzzles Giuseppe Castiglione Birds and Cherries Artifact Puzzles Gordon Barker Seaside,394.0,0.0,0.0,0.0,2
521,Artifact Puzzles Giuseppe Castiglione Birds and Cherries Artifact Puzzles Kate Swanson Sandpipers,0.0,313.0,0.0,0.0,2
522,Artifact Puzzles Gordon Barker Seaside Artifact Puzzles Kate Swanson Sandpipers,403.0,0.0,0.0,0.0,2
523,Artifact Puzzles Iris Scott Tiger Fire Artifact Puzzles Rachel Pedder-Smith Abandoned Garden,0.0,0.0,602.0,0.0,2
524,Artifact Puzzles Iwona Lifsches Poohsticks Artifact Puzzles Deccan Miniature,411.0,0.0,0.0,0.0,2
525,Artifact Puzzles Karla Gerard Farmland Ecru Puzzles Van Gogh Almond Blossoms,0.0,154.0,0.0,210.0,2
526,Artifact Puzzles Karla Gerard Night Village Artifact Puzzles Karla Gerard Lively Landscape,385.0,0.0,0.0,0.0,2
527,Artifact Puzzles Manet Crystal Vase Artifact Puzzles Karla Gerard Night Village,0.0,331.0,0.0,0.0,2
528,Artifact Puzzles Nicolas Roerich Varangians Artifact Puzzles Pursuit of Happiness,185.0,72.0,0.0,0.0,2
529,Artifact Puzzles Paul Klee Fish Magic Artifact Puzzles After The Tiger Hunt,0.0,0.0,254.0,373.0,2
530,Artifact Puzzles Piero Cosimo Andromeda  Artifact Puzzles Kevin Sloan The Worrier,0.0,427.0,411.0,0.0,2
531,Artifact Puzzles Piet Mondrian Artifact Puzzles Bizarre Fish,0.0,98.0,0.0,153.0,2
532,Artifact Puzzles Rachel Pedder-Smith Abandoned Garden Artifact Puzzles Bee Eater,296.0,439.0,0.0,0.0,2
533,Artifact Puzzles Roch Urbaniak Unexpected Visitor Artifact Puzzles Lucas Cranach the Elder Hunting at Hartenfels Castle,0.0,652.0,0.0,0.0,2
534,Artifact Puzzles Tomasz Pietrzyk Clocks Double-Sided Ecru Puzzles Emily Carr Tanoo,0.0,0.0,265.0,0.0,2
535,Artifact Puzzles Viktor Vasnetsov Sleeping Princess Artifact Puzzles Tomasz Pietrzyk Circle of Time,357.0,0.0,0.0,0.0,2
536,Artistry Puzzles Great Horned Owl Mosaic Puzzles An Afternoon in Venice,250.0,0.0,556.0,0.0,2
537,DaVici Puzzles Flying Frigate DaVici Puzzles Hobby Horse,295.0,0.0,0.0,0.0,2
538,DaVici Puzzles Sergey Adeev Winter is Just Around The Corner DaVici Puzzles Vladimir Zhdanov Lilac House,420.0,0.0,0.0,0.0,2
539,Ecru Puzzles Amedeo Modigliani Madame Zborowska Wooden Jigsaw Ecru Puzzles Amedeo Modigliani Red Scarf Wooden Jigsaw Puzzle,120.0,100.0,0.0,0.0,2
540,Ecru Puzzles Erin Hanson Cypress Lights Artifact Puzzles Vincent Van Gogh Two Figures In the Undergrowth,0.0,0.0,844.0,0.0,2
541,Ecru Puzzles Mystery Puzzle #16 Artifact Puzzles Jethro Buck Wild Things,0.0,0.0,861.0,0.0,2
542,Ecru Puzzles Mystery Puzzle #17 Ecru Puzzles Mystery Puzzle #23,300.0,0.0,447.0,0.0,2
543,Ecru Puzzles Mystery Puzzle #22 Artifact Puzzles  Abu al-Hasan Squirrels,0.0,155.0,247.0,0.0,2
544,Ecru Puzzles Richard Friend Limberlost Woods Ecru Puzzles Mystery Puzzle #15,0.0,357.0,355.0,0.0,2
545,Ecru Puzzles Ton Dubbeldam Provence Revisited Ecru Puzzles Mystery Puzzle #17,280.0,293.0,0.0,0.0,2
546,Liberty Puzzles Andreas Schelfhout Skating in Holland Liberty Puzzles Currier and Ives Central Park Winter,0.0,493.0,535.0,0.0,2
547,Liberty Puzzles David Newton Winterlands Liberty Puzzles Rebecca Campbell The Good Life is On the Way,0.0,518.0,524.0,0.0,2
548,Liberty Puzzles Duke Beardsley Rompecabezas Liberty Puzzles Vogue Cover November 1911,0.0,874.0,0.0,0.0,2
549,Liberty Puzzles Linnea Pergola Portofino Italy Ecru Puzzles Allen Gilbert Cram Fishermans Cottage,0.0,788.0,0.0,0.0,2
550,Liberty Puzzles Lisa Graa Jensen Snowbirds Liberty Puzzles Leon Morrocco Fisherman Jetty Antibes,996.0,0.0,0.0,0.0,2
551,Liberty Puzzles Phil Lewis Foxy Liberty Puzzles Henri Matisse The Pink Tablecloth,0.0,684.0,0.0,0.0,2
552,Liberty Puzzles Sue Coccia Great Horned Owl XS Nervous Systems Geode Puzzle,97.0,0.0,173.0,0.0,2
553,Liberty Puzzles United Nations Tour of Jordan,439.0,0.0,0.0,0.0,2
554,Mosaic Puzzles 18th Century French Tapestry Stave Puzzles All Shook Up,250.0,0.0,90.0,0.0,2
555,Mr. Gogo Puzzles 24 hours Mr. Gogo Puzzles Gnome World,0.0,650.0,0.0,0.0,2
556,Nautilus Puzzles Claude Monet Waterlilies Nautilus Puzzles Claude Monet Springtime,0.0,480.0,0.0,0.0,2
557,Nautilus Puzzles Van Gogh Trip to Auvers Nautilus Puzzles William Herbert Dunton The Trail Foreman,0.0,483.0,0.0,0.0,2
558,Nervous System Rainbow Puzzle Nervous System Earth Puzzle,380.0,0.0,0.0,441.0,2
559,Nervous Systems Puzzles Agate Puzzle Number 133 Unidragon Puzzles Emanating Raccoon,0.0,486.0,0.0,0.0,2
560,Stumpcraft Melissa McKinnon Bursting Blooms Whimsy Puzzles Bouquet of Flowers,0.0,0.0,695.0,0.0,2
561,"Victory Puzzles Gay Harbour, Cornwall (Vintage 1950s) Silverton Puzzle Company Garden Scene in Brittany",0.0,650.0,0.0,0.0,2
562,Wentworth Puzzles Claire Comerford Spring Garden Wentworth Puzzles Clair Rossiter Spring Market,1000.0,0.0,0.0,0.0,2
563,Wentworth Puzzles Elena Kotliarker Hannukah in the Magic Garden Wentworth Puzzles Colin Thompson Bookshelf,500.0,0.0,250.0,0.0,2
564,Wentworth Puzzles Filippo Cardu Blooming Wolf Wentworth Puzzles Hello Angel Scaling New Heights,250.0,185.0,0.0,0.0,2
565,Wentworth Puzzles Holbein The Ambassadors Wentworth Puzzles Antwerpen-Centraal Railway Station Belgium,480.0,0.0,0.0,0.0,2
566,Wentworth Puzzles Jan Patrik Krasny Leopard in Jungle Wentworth Puzzles Rosiland Solomon Peacock of India,0.0,500.0,0.0,0.0,2
567,Wentworth Puzzles Joy Laforme Park Avenue Wentworth Puzzles Spring Sakura,1000.0,0.0,0.0,0.0,2
568,Wentworth Puzzles Kilimanjaro Morning Wentworth Puzzles Paul Gauguin Arearea,0.0,500.0,0.0,0.0,2
569,Wentworth Puzzles Macneil Studio Amsterdam Wentworth Puzzles Assaf Frank Summer at the Pub,750.0,0.0,0.0,0.0,2
570,Wentworth Puzzles Nanook of the North Wentworth Puzzles Penguin Huddle,0.0,500.0,0.0,0.0,2
571,Wentworth Puzzles Ocean Wentworth Puzzles World Wonders,0.0,500.0,0.0,0.0,2
572,Wentworth Puzzles Royce McClure Sky Roads DaVici Puzzles Sergey Adeev Flying Frigate,630.0,0.0,0.0,0.0,2
573,Wentworth Puzzles Van Gogh Almond Blossom Wentworth Puzzles Zebo Ludvicek Birdcages,500.0,0.0,500.0,0.0,2
574,Wentworth Puzzles Wallace and Gromit Christmas Cake Wentworth Puzzles Wallace and Gromit Christmas,0.0,1000.0,0.0,0.0,2
575,Zen Puzzles Found Love Crow Prints Puzzles Portobello Road,288.0,298.0,0.0,0.0,2
576,Ecru Puzzles Richard Friend A Favorite Place Ecru Puzzles Tomasz Pietrzyk Family House,326.0,0.0,0.0,0.0,2
577,Liberty Puzzles Haeckel Hummingbirds Nautilus Puzzles Mother Adams,0.0,707.0,0.0,0.0,2
578,Artifact Puzzles - William Glackens Cape Cod Pier Artifact Puzzles Julius LeBlanc Stewart Yachting,0.0,139.0,319.0,0.0,2
579,Artifact Puzzles - Michelle Morin Hummingbirds Artifact Puzzles Joseph Henry Sharp Medicine Teepee,105.0,0.0,0.0,287.0,2
580,Artifact Puzzles APAK Celebrating Nature Artifact Puzzles Justin Hillgrove Creature Ladder,187.0,0.0,412.0,0.0,2
581,Artifact Puzzles APAK Islands Of Life Artifact Puzzles Tyukanov Uprising of the Sausages,165.0,0.0,360.0,0.0,2
582,Artifact Puzzles Bruce Riley Stem Cell Artifact Puzzles APAK Islands Of Life,165.0,191.0,0.0,0.0,2
583,Artifact Puzzles Bruegel Netherlandish Proverbs Artifact Puzzles Edward Hopper Soir Bleu,0.0,168.0,317.0,0.0,2
584,Artifact Puzzles Bruegel Netherlandish Proverbs Artifact Puzzles Jeyselle Solentiname,0.0,0.0,317.0,319.0,2
585,Artifact Puzzles Gore Icknield Way Artifact Puzzles Kevin Sloan The Gift Arrives,344.0,317.0,0.0,0.0,2
586,Artifact Puzzles Randal Spangler Computer Catastrophes Artifact Puzzles Bruce Riley Stem Cell,182.0,0.0,191.0,0.0,2
587,Artifact Puzzles Severin Roesen Flower Still Life Artifact Puzzles Haeckel Hummingbirds,262.0,330.0,0.0,0.0,2
588,Artifact Puzzles Tom Kidd Dunne Estates Artifact Puzzles Old Venice Map,0.0,423.0,91.0,0.0,2
589,Artifact Puzzles Tyson Grumm Slacking Pandas Artifact Puzzles Utagawa Kuniyoshi Cats,224.0,0.0,258.0,0.0,2
590,Artifact Puzzles Tyson Grumm The Sleepover Artifact Puzzles Paul Bond The Yogi,715.0,0.0,0.0,0.0,2
591,Artifact Puzzles Tyukanov Uprising of the Sausages Artifact Puzzles Karla Gerard Lively Landscape,0.0,221.0,360.0,0.0,2
592,Artifact Puzzles Van Gogh De Sterrennacht  Artifact Puzzles Kathryn Freeman The Sunday Paper Wooden,0.0,177.0,336.0,0.0,2
593,Artifact Puzzles Van Gogh Sea at Saintes-Maries Artifact Puzzles Simon de Myle Noahs Ark,0.0,0.0,311.0,0.0,2
594,Artifact Puzzles Van Os Flowers Ecru Puzzles Erin Hanson Hues of Zion,0.0,0.0,345.0,0.0,2
595,Ecru Puzzles Patricia Hopwood Wade Snowbirds Artifact Puzzles Kevin Sloan Naughty Bird,0.0,270.0,209.0,0.0,2
596,Ecru Roch Urbaniak Bosfor Artifact Puzzles Seurat Eiffel Tower,0.0,135.0,214.0,0.0,2
597,Puzzlewood Handmade Puzzles Map of Europe Zen Puzzles Lion,167.0,159.0,0.0,0.0,2
598,Wemtworth Puzzles Neuschwanstein Castle Wentworth Puzzles London The Thames,0.0,500.0,0.0,0.0,2
599,Wentworth Puzzles Egg-stremely Difficult Wentworth Puzzles Penguin Pandemonium,0.0,518.0,0.0,0.0,2
600,Wentworth Puzzles Three Wise Men Whimsy Puzzles Second Date,0.0,600.0,0.0,0.0,2
601,Artifact Puzzles Angie Rees Happy Harbor Ecru Puzzles Iwona Lifsches Weekend in Sommersby,636.0,0.0,0.0,0.0,2
602,Artifact Puzzles Angie Rees The Skating Party Artifact Puzzle Tom Kidd Dunne Estates,423.0,502.0,0.0,0.0,2
603,Artifact Puzzles Charles Courtney Curran Lotus Lilies Artifact Puzzles - Jim Flora Big Bank Robbery,302.0,329.0,0.0,0.0,2
604,Artifact Puzzles Edward Hopper Chop Suey Ecru Puzzles Nico Klopp Martigues,300.0,0.0,300.0,0.0,2
605,Artifact Puzzles Geoffrey Gersten Poker Tree Artifact Puzzles Rekunenko Charming Village,570.0,0.0,0.0,0.0,2
606,Artifact Puzzles Jim Flora Chioggia Ecru Puzzles Scott Gustafson Belling The Cat,359.0,0.0,364.0,0.0,2
607,Artifact Puzzles Karla Gerard By The Sea Ecru Puzzles Grant Haffner Sunset on Old Montauk Highway,638.0,0.0,0.0,0.0,2
608,Artifact Puzzles Kristian Adam Jacuzzi Boyz Ecru Puzzles Kristian Adam Pizza Boyz,670.0,0.0,0.0,0.0,2
609,Artifact Puzzles Patricio Betteo Outsider Insider Artifact Puzzles Karla Gerard Night Song,321.0,409.0,0.0,0.0,2
610,Artifact Puzzles Seurat Grande Jatte Artifact Puzzles Joe Vaux Fishing Village,254.0,428.0,0.0,0.0,2
611,Artifact Puzzles Tomasz Pietrzyk Romeo and Juliet Artifact Puzzles Kevin Sloan Our Gentle Giant,0.0,424.0,326.0,0.0,2
612,Ecru Puzzles - Tomasz Pietrzyk Family House Ecru Puzzles Allen Gilbert Cram Fishermans Cottages,185.0,158.0,0.0,0.0,2
613,Ecru Puzzles Erin Hanson Cypress Lights Ecru Puzzles Richard Friend Limberlost,0.0,355.0,398.0,0.0,2
614,Ecru Puzzles Grant Haffner Sunset on Old Montauk Highway Ecru Puzzles - Richard Friend A Favorite Place,424.0,0.0,0.0,0.0,2
615,Ecru Puzzles Iris Scott The Discussion Ecru Puzzles Nico Klopp Martigues,0.0,197.0,302.0,0.0,2
616,Ecru Puzzles Kristian Adam Pizza Boyz Ecru Puzzles Richard Friend Limberlost Woods,742.0,0.0,0.0,0.0,2
617,Ecru Puzzles Mystery Puzzle #15 Ecru Puzzles Mystery Puzzle #16,0.0,357.0,331.0,0.0,2
618,Matt Lyon Monastery Jim Flora Big Bank Robbery,0.0,460.0,302.0,0.0,2
