,name,pieces_d1,pieces_d2,pieces_d3,pieces_d4,num_puzzles
619,Liberty Puzzles Gustav Klimt Garden Path With Chickens Liberty Puzzles Van Gogh Starry Night,0.0,0.0,960.0,0.0,2
620,Thom Spencer Four Palettes Artifact Puzzles Simon De Myle Noah Ark,0.0,0.0,201.0,0.0,2
621,DaVici Puzzles Dmitry Alekseev Biscuit Mountain DaVici Puzzles Sergey Adeev Flying Frigate,300.0,0.0,0.0,0.0,2
622,DaVici Puzzles Russian Circus Artifact Puzzles Vikram Madan Night Of The Mystic Moons,668.0,0.0,0.0,0.0,2
623,DaVici Yana Fefelova Christmas Angel DaVici Josephine Wall Winter Dreaming,250.0,400.0,0.0,0.0,2
624,Ecru Puzzles Mystery Puzzle #21 Artifact Puzzles Allen Douglas The Kraken,0.0,181.0,219.0,0.0,2
625,Thom Spencer Knobbed Polygons Artifact Puzzles Geoffrey Gersten In Dreams,0.0,44.0,116.0,0.0,2
626,Artifact Puzzles Viktor Molev The Aviator Artifact Puzzles Eric Joyner Tiki Misadventure,540.0,383.0,0.0,0.0,2
627,Artifact Puzzles Isabelle Plante La Connaissance Artifact Puzzles Jonik Wizards Workshop,737.0,0.0,0.0,0.0,2
628,Artifact Puzzles Vikram Madan Social Distancing Ecru Puzzles Kristian Adam Galapalooga Bay,0.0,519.0,0.0,0.0,2
629,Artifact Puzzles Justin Hillgrove Word Travels South Artifact Puzzles Justin Hillgrove Word Travels West,456.0,548.0,0.0,0.0,2
630,Artifact Puzzles Albert Bierstadt Valley Of The Yosemite Ecru Puzzles Erin Hanson Hues Of Zion,0.0,0.0,713.0,0.0,2
631,Artifact Puzzles Kevin Sloan Migration Of Knowledge Artifact Puzzles Paul Bond The Yogi,823.0,0.0,0.0,0.0,2
632,Artifact Puzzles Daniel Merriam On The Go (Discontinued Limited Edition) Artifact Puzzles Kevin Sloan The Gift Arrives,639.0,0.0,0.0,0.0,2
633,Artifact Puzzles Daniel Merriam Tailspin (Discontinued Limited Edition) Artifact Puzzles Tom Kid McCay City (Discontinued),0.0,0.0,718.0,0.0,2
634,Artifact Puzzles Daniel Merriam Tailspin (Discontinued Limited Edition) Ecru Puzzles Aaron Wolf The Kingdom,0.0,303.0,214.0,0.0,2
635,Artifact Puzzles Joe Vaux Season Of The Rabbit Artifact Puzzles Justin Hillgrove Mad Tea Party,506.0,0.0,0.0,0.0,2
636,Artifact Puzzles Daniel Merriam Man In The Moon Ecru Puzzles Nicole Gustafson The Bookkeeper,0.0,729.0,0.0,0.0,2
637,Artifact Puzzles Kathryn Freeman Lullaby For Lions Artifact Puzzles Jill Bennet Fantastic Mr. Fox,630.0,0.0,0.0,0.0,2
638,Artifact Puzzles Edward Hopper Nighthawks  Artifact Puzzles Richard Friend The Just Reproach,0.0,770.0,0.0,0.0,2
639,Artifact Puzzles Paul Bond Ode To A Zen Koan Artifact Puzzles John Henry Dearle Forest Tapestry,0.0,267.0,0.0,577.0,2
640,Artifact Puzzles Iwona Lifsches Serenity Artifact Puzzles Tomasz Pietrzyk The Town,0.0,703.0,0.0,0.0,2
641,Artifact Puzzles APAK Celebrating Nature Artifact Puzzles Angie Rees Precious Cargo,0.0,399.0,412.0,0.0,2
642,Artifact Puzzles Haeckel Sea Squirts Artifact Puzzles Joe Vaux Fishing Village,301.0,0.0,254.0,0.0,2
643,Mr. Gogo Puzzles Alfonse Mucha Zodiac MrZs Puzzles Sugar Maples,0.0,464.0,205.0,0.0,2
644,Ecru Puzzles Mystery Puzzle #19 Ecru Puzzles Mystery Puzzle #14,0.0,355.0,398.0,0.0,2
645,Ecru Puzzles Angela Gomes Monets Garden Ecru Puzzles Iwona Lifsches Weekend In Sommersby,355.0,214.0,0.0,0.0,2
646,Artifact Puzzles Van Gogh Bridge In The Rain Artifact Puzzles Brueghel Music Room,267.0,287.0,0.0,0.0,2
647,Artifact Puzzles Justin Hillgrove Word Travels West Ecru Puzzles Grant Haffner Sunset On Old Montauk Highway,0.0,830.0,0.0,0.0,2
648,Artifact Puzzles Tyukanov Flying Bottle Artifact Puzzles Tom Kidd Dunne Estates,0.0,723.0,0.0,0.0,2
649,Artifact Puzzles Karla Gerard By The Sea Artifact Puzzles Kevin Sloan Welcome To The Wilderness,356.0,418.0,0.0,0.0,2
650,Artifact Puzzles Vikram Madan Night Of The Mystic Moons Artifact Puzzles Vikram Madan Forecast Says Rain,338.0,0.0,370.0,0.0,2
651,Artifact Puzzles - Bruce Riley Half Life Artifact Puzzles - Bruce Riley Stem Cell,191.0,336.0,0.0,0.0,2
652,Ecru Puzzles Jethro Buck Forest Ecru Puzzles Auguste Herbin Quai Du Port De Bastia,0.0,603.0,0.0,0.0,2
653,Artifact Puzzles Kevin Sloan The Messenger Artifact Puzzles Tomasz Pietrzyk Circle Of Time,0.0,533.0,0.0,0.0,2
654,Ecru Puzzles Aaron Wolf The Kingdom Artifact Puzzles Joe Vaux Big Fish Eat Little Fish,402.0,0.0,214.0,0.0,2
655,Ecru Puzzles Franz Marc Cat Ecru Puzzles Patricia Hopwood-Wade Snowbirds,0.0,0.0,209.0,138.0,2
656,Artifact Puzzles Richard Friend The Just Reproach Artifact Puzzles Jim Flora Tenement K,0.0,832.0,0.0,0.0,2
657,Artifact Puzzles Rachell Sumpter Islander Artifact Puzzles Paul Bond Octopus,402.0,0.0,0.0,0.0,2
658,Mr. Gogo Puzzles Watermelon TurtleTeasers Melissa Lipton Colorado Aspens,0.0,0.0,157.0,443.0,2
659,Snowflake Puzzles Magnificent Wave Snowflake Puzzles Autumn Forest,0.0,700.0,0.0,0.0,2
660,BCB Puzzles Henry Victor Lesur Marchands Des Fleurs Black Bear Puzzles In Search Of Sea,350.0,300.0,0.0,0.0,2
661,Artifact Puzzles Susan Loy Bill Of Rights Artifact Puzzles Susan Loy Marriage Of Two Minds,0.0,0.0,558.0,0.0,2
662,Artifact Puzzles Poynter Israel In Egypt Artifact Puzzles Bruegel Tower of Babel,0.0,310.0,377.0,0.0,2
663,Artifact Puzzles Kandinsky Far Away Artifact Puzzles Tyson Grumm Slacking Pandas,456.0,0.0,0.0,0.0,2
664,Artifact Puzzles Tomasz Pietrzyk Romeo And Juliet Artifact Puzzles Victor Molev The Aviator,0.0,807.0,0.0,0.0,2
665,Artifact Puzzles APAK Harmonious Kingdom Artifact Puzzles Martin Heade Two Hummingbirds At Nest,434.0,289.0,0.0,0.0,2
666,Artifact Puzzles Edward Henry Potthast Brighton Beach Artifact Puzzles Van Gogh Boats,0.0,495.0,0.0,0.0,2
667,Artifact Puzzles Valeriane Le Blonde Mis Mai Artifact Puzzles Edward Henry Potthast Brighton Beach,238.0,0.0,170.0,0.0,2
668,Artifact Puzzles Renoir Oarsmen Artifact Puzzles Van Gogh Bedroom In Arles,0.0,347.0,297.0,0.0,2
669,Artifact Puzzles Diego Mazzeo Mechanical Griffin Artifact Puzzles Galaxy Trucker,405.0,0.0,0.0,0.0,2
670,Artifact Puzzles Big San Francisco Literary Map Artifact Puzzles Roedig Flowers,660.0,0.0,0.0,0.0,2
671,Artifact Puzzles William Gropper Folklore Map Artifact Puzzles Kirby Scudder Palo Alto Map,0.0,766.0,0.0,0.0,2
672,Artifact Puzzles Karla Gerard Evening Stars Artifact Puzzles Susan Loy Bill Of Rights,644.0,303.0,0.0,0.0,2
673,Artifact Puzzles Qiu Ying Han Palace Artifact Puzzles Guiseppe Arcimboldo Vertumnus,0.0,314.0,423.0,0.0,2
674,Artifact Puzzles Daniel Merriam Flight of Scarlet Artifact Puzzles Tomasz Pietrzyk Red Towers,0.0,0.0,248.0,364.0,2
675,Artifact Puzzles Claire Henley Sailing Round The Mount Artifact Puzzles Angie Rees When Whales Set Sail,534.0,0.0,0.0,0.0,2
676,Artifact Puzzles Jonik Rapunzel Artifact Puzzles Jonik Troll Toll,776.0,0.0,0.0,0.0,2
677,Artifact Puzzles Isabelle Plante La Connaissance Artifact Puzzles Justin Hillgrove Word Travels West,0.0,927.0,0.0,0.0,2
678,Artifact Puzzles Renoir Dance At Le Moulin De La Galette Artifact Puzzles Monet Woman With Parasol,0.0,704.0,0.0,0.0,2
679,Artifact Puzzles Gustav Klimt The Kiss  Artifact Puzzles Tyson Grumm The Sleepover,0.0,743.0,0.0,0.0,2
680,Artifact Puzzles Paul Bond The Yogi Artifact Puzzles Rachell Sumpter Islander,0.0,0.0,572.0,0.0,2
681,Ecru Puzzles Nicole Gustafsson The Bookkeeper Artifact Puzzles Kevin Sloan Fragile Habitat,0.0,360.0,372.0,0.0,2
682,Artifact Puzzles Hopwood-Wade Emu Afternoon Tea Artifact Puzzles Tomasz Pietrzyk Romeo And Juliet,0.0,770.0,0.0,0.0,2
683,Ecru Puzzles Erin Hanson Layers Of Afternoon Ecru Puzzles Erin Hanson Hues Of Zion,287.0,219.0,0.0,0.0,2
684,Artifact Puzzles Angie Rees The Skating Party Artifact Puzzles Vikram Madan North Star,0.0,985.0,0.0,0.0,2
685,Artifact Puzzles Paul Klee Fish Magic Artifact Puzzles Vikram Madan Physical Impossibility,292.0,0.0,254.0,0.0,2
686,Artifact Puzzles Gustav Klimt Death And Life Artifact Puzzles Breach Of Contract,268.0,0.0,361.0,0.0,2
687,Artifact Puzzles Tyson Grumm The Sleepover Artifact Puzzles Audubun Carolina Parakeets,0.0,405.0,422.0,0.0,2
688,Artifact Puzzles Angie Rees The Carrot Artifact Puzzles Kozyndan Bunny Blossoms,304.0,380.0,0.0,0.0,2
689,Artifact Puzzles Monet Summer Artifact Puzzles Van Gogh De Sterrennacht,0.0,647.0,0.0,0.0,2
690,Artifact Puzzles Some Enchanted Evening Artifact Puzzles Randal Spangler Fireside Fairytales,0.0,786.0,0.0,0.0,2
691,Artifact Puzzles Rachell Sumpter Old Friend Artifact Puzzles Ito Jakuchu Plum Blossoms,0.0,0.0,290.0,311.0,2
692,Artifact Puzzles Erin Hanson Crystal Grove Artifact Puzzles Matt Lyon Monastery,0.0,0.0,460.0,357.0,2
693,Artifact Puzzles Gerome Carpet Merchant Artifact Puzzles Brueghel Noahs Ark,311.0,400.0,0.0,0.0,2
694,Artifact Puzzles Tomasz Pietrzyk Tall Tower Artifact Puzzles Justin Hillgrove Imps And Monsters,1071.0,0.0,0.0,0.0,2
695,Artifact Puzzles Rachell Sumpter Islander Artifact Puzzles Roch Urbaniak Sage Of Yamatai,0.0,262.0,346.0,0.0,2
696,Artifact Puzzles Bek Cruddace British Isles Map Artifact Puzzles Jim Flora Chioggia,852.0,0.0,0.0,0.0,2
697,Artifact Puzzles Kevin Sloan Our Gentle Giant Artifact Puzzles APAK Islands Of Life,0.0,0.0,491.0,0.0,2
698,Ecru Puzzles Edward Binkley Village Scene Ecru Puzzles Scott Gustafson Belling The Cat,0.0,673.0,0.0,0.0,2
699,Artifact Puzzles Bill Carman Golden Whistle Artifact Puzzles Jim Flora Big Bank Robbery,0.0,0.0,620.0,0.0,2
700,Ecru Puzzles Hokusai Wave Ecru Puzzles Rachell Sumpter Wild Moor,260.0,0.0,327.0,0.0,2
701,CobbPodgery WPA Poster Let Them Grow DaVici My Child,0.0,730.0,0.0,0.0,2
702,Artifact Puzzles Eric Joyner Comrades Artifact Puzzles Joe Vaux Message In A Bottle,180.0,296.0,0.0,0.0,2
703,Artifact Puzzles Aaron Wolf Cathedral Of The Changing Tides Ecru Puzzles Erin Hanson Layers Of Afternoon,0.0,287.0,360.0,0.0,2
704,Artifact Puzzles Jonik Troll Toll Artifact Puzzles Eric Joyner Tiki Misadventure,905.0,0.0,0.0,0.0,2
705,Artifact Puzzles Sophie Taeuber-Arp Composition Artifact Puzzles August Macke Turkish Cafe,0.0,478.0,302.0,0.0,2
706,Artifact Puzzles Justin Hillgrove Overwhelming Odds Artifact Puzzles Angie Rees Boobie Trapped,597.0,0.0,0.0,0.0,2
707,Ecru Puzzles Maurice Denis Pittsburgh Sunset Ecru Puzzles Nicole Gustafsson The Bookkeeper,0.0,0.0,662.0,0.0,2
708,Artifact Puzzles Allie Sullberg Lets Dance Ecru Puzzles Mystery Puzzle #21,0.0,548.0,0.0,0.0,2
709,Artifact Puzzles Armand Point Unicorn Artifact Puzzles Sleeping Princess,248.0,0.0,0.0,0.0,2
710,Artifact Puzzles Bikaner Elephants Artifact Puzzles Raoul Dufy Boats,306.0,0.0,0.0,0.0,2
711,Artifact Puzzles Carl Larsson Holiday Reading Artifact Puzzles Dove Of The Holy Spirit,0.0,163.0,88.0,0.0,2
712,Artifact Puzzles Egon Schiele Four Trees Artifact Puzzles Autumn Egrets,0.0,130.0,79.0,0.0,2
713,Artifact Puzzles Eric Joyner Recaptcha Artifact Puzzles Nicoletta Ceccoli Love Will Tear Us Apart,331.0,0.0,0.0,0.0,2
714,Artifact Puzzles Hokusai Dragon Artifact Puzzles Franz Marc 1912 Blue Horse,0.0,96.0,0.0,81.0,2
715,Artifact Puzzles Kawase Hasui Fall Artifact Puzzles Justin Hillgrove Arcane Shelfie,121.0,135.0,0.0,0.0,2
716,Artifact Puzzles Kiyochika Persimmon Tree Artifact Puzzles Iwona Lifsches Afternoon Ride,202.0,0.0,0.0,0.0,2
717,Artifact Puzzles Leighton Accolade Artifact Puzzles Birds at Baran,0.0,85.0,91.0,0.0,2
718,Artifact Puzzles Little Seamaid Artifact Puzzles Indian Palace,0.0,245.0,0.0,0.0,2
719,Artifact Puzzles Rachel Pedder-Smith Herbarium Artifact Puzzles Kessel Butterflies,0.0,0.0,0.0,240.0,2
720,Artifact Puzzles Randal Spangler Computer Catastrophes Artifact Puzzles Annya Kai Fabric Owls,338.0,0.0,0.0,0.0,2
721,Artifact Puzzles Richard La Barre Goodwin Strawberries Artifact Puzzles Karla Gerard Dusk,147.0,157.0,0.0,0.0,2
722,Artifact Puzzles Tomasz Pietrzyk Cello Artifact Puzzles William Glackens Cape Cod Pier,165.0,0.0,139.0,0.0,2
723,Artifact Puzzles Varangian Artifact Puzzles Tyukanov Cheshire Cat,72.0,162.0,0.0,0.0,2
724,Ecru Puzzles Awa Tsireh Animal Designs Ecru Puzzles Kawase Hasui Shiba Benten Pond,0.0,89.0,0.0,105.0,2
725,Ecru Puzzles Winslow Homer Watching The Tide Ecru Puzzles Rachell Sumpter Brothers In Sport,0.0,166.0,179.0,0.0,2
726,Ecru Puzzles Rogier Van Der Weyden Saint George And The Dragon Ecru Puzzles Allen Gilbert Cram Fishermans Cottages,158.0,168.0,0.0,0.0,2
727,Ecru Puzzles Kawase Hasui Fall Artifact Puzzles Rachell Sumpter Old Friend,0.0,135.0,0.0,290.0,2
728,Artifact Puzzles Victor Molev Tale Of The Lost Space Ecru Puzzles Aaron Wolf The Kingdom,214.0,0.0,0.0,303.0,2
729,Ecru Puzzles Ragamala Mughal Miniature Ecru Puzzles Mystery Puzzle #11,80.0,0.0,145.0,0.0,2
730,DaVici Puzzles Anton Gorcevic I Had A Dream Once DaVici Puzzles Sergey Adeev Day and Night,630.0,0.0,0.0,0.0,2
731,Ecru Puzzles Ton Dubbeldam Grand Italia Artifact Puzzles Allie Sullberg Lets Dance,270.0,0.0,367.0,0.0,2
732,Artifact Puzzles Joe Vaux Big Fish Eat Little Fish Artifact Puzzles Victor Molev Tale Of The Lost Space,0.0,0.0,402.0,252.0,2
733,Artifact Puzzles Vikram Madan Caf-Fiend Artifact Puzzles Hoefnagel Pear,187.0,0.0,0.0,0.0,2
734,Artifact Puzzles Justin Hillgrove Word Travels South Artifact Puzzles Kevin Sloan The Gift Arrives,800.0,0.0,0.0,0.0,2
735,Artifact Puzzles Vikram Madan Social Distancing Artifact Puzzles Tyson Grumm Slacking Pandas,224.0,228.0,0.0,0.0,2
736,Artifact Puzzles Vikram Madan Birds Of A Feather Artifact Puzzles Hayley Lever Dancing Boats Marblehead,103.0,0.0,111.0,0.0,2
737,Artifact Puzzles Angie Rees Boobie Trapped Artifact Puzzles Jonik Rapunzel,0.0,751.0,0.0,0.0,2
738,Artifact Puzzles Tomasz Pietrzyk Tall Tower Artifact Puzzles Kevin Sloan Burden of Formality,0.0,0.0,432.0,629.0,2
739,Artifact Puzzles Dennis Brady Cercles Et Des Carres Artifact Puzzles Gaugin La Orana Maria,65.0,0.0,268.0,0.0,2
740,Artifact Puzzles Kevin Sloan Migration Of Knowledge  Artifact Puzzles Gavin Watson Creature Comforts,835.0,0.0,0.0,0.0,2
741,Artifact Puzzles Eric Joyner Indecision Artifact Puzzles Alceste Campriani Pappagalli,0.0,367.0,0.0,0.0,2
742,Artifact Puzzles Tyukanov Uprising Of The Sausages Artifact Puzzles Munch The Scream,0.0,360.0,0.0,232.0,2
743,Artifact Puzzles Georgia OKeefe Reflections Ecru Puzzles Rachel Sumpter Brothers In Sport,0.0,179.0,205.0,0.0,2
744,Artifact Puzzles Jonik Rapunzel Artifact Puzzles William Gropper Folklore Map,0.0,759.0,0.0,0.0,2
745,Artifact Puzzles Haeckel Jellyfish Artifact Puzzles Matisse Flowers,364.0,0.0,0.0,0.0,2
746,Artifact Puzzles Tyukanov Flying Bottle Artifact Puzzles Tyukanov Moon,0.0,300.0,300.0,0.0,2
747,Artifact Puzzles Joachim Patinir Crossing the River Styx Artifact Puzzles Ton Schulten Langs De Oever,134.0,168.0,0.0,0.0,2
748,Ecru Puzzles Van Gogh Almond Blossoms Ecru Puzzles Van Hulsdonck Lemons,0.0,0.0,442.0,0.0,2
749,Artifact Puzzles Aaron Wolf Cathedral Of The Changing Tides Artifact Puzzles Jeyselle Solentiname Jungle,0.0,0.0,679.0,0.0,2
750,Artifact Puzzles Joe Vaux Feathered Friends Artifact Puzzles Nicoletta Ceccoli Its My Party,216.0,134.0,0.0,0.0,2
751,Artifact Puzzles Dany Paragouteva Magic Carpet Artifact Puzzles Matte Stephens Central Park Fifth Avenue,0.0,305.0,439.0,0.0,2
752,Artifact Puzzles Joe Vaux Grass Is Greener Artifact Puzzles Justin Hillgrove Mad Tea Party,360.0,0.0,0.0,0.0,2
753,Artifact Puzzles Karen Kunc Verse From Macrocosmica Artifact Puzzles Pablo Picasso The Stranded Fish,0.0,110.0,120.0,0.0,2
754,Artifact Puzzles Kevin Sloan The Worrier Artifact Puzzles Martin Heade Two Hummingbirds At Nest,427.0,0.0,289.0,0.0,2
755,Artifact Puzzles Kessel Shells Artifact Puzzles Old Venice Map,0.0,0.0,54.0,91.0,2
756,Artifact Puzzles Roch Urbaniak Sage Of Yamatai Artifact Puzzles Angie Rees Boobie Trapped,340.0,346.0,0.0,0.0,2
757,Artifact Puzzles Nadiezda Nocturne Artifact Puzzles Vikram Madan Short-Lived Balloon,0.0,319.0,0.0,0.0,2
758,Artifact Puzzles Randal Spangler Some Enchanted Evening Artifact Puzzles Justin Hillgrove Imps And Monsters,442.0,0.0,0.0,422.0,2
759,Ecru Puzzles Grant Haffner Sunset On Old Montauk Highway Ecru Puzzles Kristian Adam Galapalooga Bay,291.0,282.0,0.0,0.0,2
760,Artifact Puzzles Roch Urbaniak Bosfor Artifact Puzzles Andre Derain Les Voiles Rouges,0.0,143.0,0.0,214.0,2
761,Ecru Puzzles William Penhallow Henderson Lucero Place Artifact Puzzles Georges Seurat Grand Jatte,0.0,482.0,385.0,0.0,2
762,"Nikolyaaa Red Boats Wheelgiant Balancing Boulder, Northern Territory, Australia",0.0,674.0,0.0,0.0,2
763,Artifact Puzzles Yuri Gorbachev Two Cats Artifact Puzzles Vladstudio Owl Internet Cafe,518.0,0.0,0.0,0.0,2
764,"Nautilus Puzzles Mother Earth Nautilus Puzzles Antelope Canyon, Arizona",0.0,403.0,0.0,0.0,2
765,Artifact Puzzles Nancy Bogni Olde Holland Artifact Puzzles Bruegel Netherlandish Proverbs,0.0,0.0,620.0,0.0,2
766,Artifact Puzzles Kevin Sloan Burden of Formality Artifact Puzzles Nadiezda Night Ship,432.0,283.0,0.0,0.0,2
767,Ecru Puzzles Rachell Sumpter Wild Moor Artifact Puzzles Vikram Madan Night Of The Mystic Moons,0.0,338.0,260.0,0.0,2
768,Artifact Puzzles Fra Angelico Adoration Of The Magi Artifact Puzzles Iwona Lifsches Merry Christmas,242.0,208.0,0.0,0.0,2
769,Ecru Puzzles Layers Of Afternoon Ecru Puzzles William Penhallow Henderson Luceros Place,385.0,287.0,0.0,0.0,2
770,Artifact Puzzles Fra Angelico Adoration Of The Magi Artifact Puzzles Eric Joyner Tiki Misadventure,540.0,208.0,0.0,0.0,2
771,Artifact Puzzles Jan Brueghel The Younger Music Room Artifact Puzzles Isabelle Plante La Connaissance,0.0,666.0,0.0,0.0,2
772,Artifact Puzzles Outsider Insider Artifact Puzzles Sophie Taeuber-Arp Composition,0.0,711.0,0.0,0.0,2
773,Artifact Puzzles Galaxy Trucker Artifact Puzzles Paul Bond Octopus,0.0,338.0,0.0,0.0,2
774,Artifact Puzzles Utagawa Kuniyoshi Cats Artifact Puzzles Outsider Insider,0.0,0.0,667.0,0.0,2
775,Artifact Puzzles Van Gogh Boats Artifact Puzzles Rekunenko Charming Village,282.0,0.0,325.0,0.0,2
776,Artifact Puzzles Gore Icknield Way Artifact Puzzles Charles Courney Curran Lotus Lilies,317.0,0.0,329.0,0.0,2
777,Ecru Puzzles Monet Springtime Ecru Puzzles Jonik Sunny November,697.0,0.0,0.0,0.0,2
778,Artifact Puzzles Bruegel Fall of the Rebel Angels Artifact Puzzles Rosso Angelo,0.0,568.0,0.0,0.0,2
779,Ecru Puzzles Jonik Sunny November Artifact Puzzles Jan Brueghel The Younger Noah Ark,0.0,680.0,0.0,0.0,2
780,Artifact Puzzles Susan Loy Bill Of Rights Artifact Puzzles William Gropper Folklore Map,0.0,348.0,0.0,303.0,2
781,Artifact Puzzles Karla Gerard Night Song Artifact Puzzles Dan Dos Santos Stalking the Unicorn,624.0,0.0,0.0,0.0,2
782,Artifact Puzzles Peruvian Tapestry Artifact Puzzles Susan Loy Marriage Of Two Minds,0.0,0.0,523.0,0.0,2
783,Artifact Puzzles Waterhouse Lady of Shalott Artifact Puzzles Piero Di Cosimo Liberazione Di Andromeda,0.0,0.0,758.0,0.0,2
784,Artifact Puzzles Barnard Dragon Mountain Artifact Puzzles Angie Rees Happy Harbor,558.0,0.0,0.0,0.0,2
785,Artifact Puzzles Gavin Watson Creature Comforts Artifact Puzzles Kevin Sloan Fragile Habitat,682.0,0.0,0.0,0.0,2
786,Artifact Puzzles Kevin Sloan Our Gentle Giant Artifact Puzzles Kevin Sloan Consequences of Hypnosis,0.0,0.0,608.0,0.0,2
787,Artifact Puzzles Geoffrey Gersten Poker Tree Artifact Puzzles Kevin Sloan Naughty Bird,558.0,0.0,0.0,0.0,2
788,Artifact Puzzles Kirby Scudder Palo Alto Map Artifact Puzzles Iwona Lifsches Serenity,313.0,0.0,418.0,0.0,2
789,Artifact Puzzles Jonik Troll Toll Artifact Puzzles Angie Rees Happy Harbor,365.0,281.0,0.0,0.0,2
790,Artifact Puzzles Susan Loy Bill Of Rights Artifact Puzzles Erin Hanson Crystal Grove,0.0,0.0,303.0,357.0,2
791,Artifact Puzzles Roch Urbaniak Sage Of Yamatai Artifact Puzzles Severin Roesen Flower Still Life,0.0,676.0,0.0,0.0,2
792,Artifact Puzzles Van Gogh Undergrowth With Two Figures Artifact Puzzles Allen Douglas The Kraken,0.0,0.0,0.0,665.0,2
793,Ecru Puzzles Mystery Puzzle #18 Ecru Puzzles Scott Gustafson Belling The Cat,0.0,626.0,0.0,0.0,2
794,Artifact Puzzles Van Gogh Sea At Saintes-Maries Artifact Puzzles Monet Summer,0.0,0.0,522.0,0.0,2
795,Artifact Puzzles Matte Stephens Central Park Fifth Avenue Artifact Puzzles APAK Celebrating Nature,0.0,439.0,412.0,0.0,2
796,Artifact Puzzles Yuri Gorbachev Two Cats Artifact Puzzles Martin Heade Two Hummingbirds At Nest,314.0,289.0,0.0,0.0,2
797,Artifact Puzzles Tyukanov Moon Artifact Puzzles Jim Flora Tenement K,0.0,300.0,436.0,0.0,2
798,Artifact Puzzles Randal Spangler Fireside Fairytales Artifact Puzzles Diego Mazzeo Mechanical Griffin,364.0,207.0,0.0,0.0,2
799,Smyth Puzzles Mola Madness TurtleTeasers Peacock Closeup,170.0,0.0,0.0,442.0,2
800,Artifact Puzzles Haeckel Hummingbirds Artifact Puzzles Guiseppe Arcimboldo Vertumnus,0.0,262.0,314.0,0.0,2
801,Ecru Puzzles Allen Gilbert Cram Fishermans Cottage Artifact Puzzles Georgia Okeefe Reflections,0.0,158.0,205.0,0.0,2
802,Artifact Puzzles Matt Lyon Monastery Artifact Puzzles Daniel Merriam Flight of Scarlet,0.0,0.0,0.0,824.0,2
